year,wrkstat,marital,childs,age,educ,sex,race
1977,retired,widowed,1.0,65.0,8.0,male,white
1977,keeping house,married,3.0,64.0,8.0,female,white
1977,keeping house,widowed,4.0,74.0,6.0,female,white
1977,keeping house,married,1.0,25.0,12.0,female,white
1977,keeping house,widowed,2.0,77.0,8.0,female,white
1977,working part time,married,3.0,49.0,12.0,female,white
1977,retired,married,1.0,65.0,17.0,male,white
1977,keeping house,married,2.0,33.0,6.0,female,other
1977,retired,never married,0.0,62.0,16.0,female,white
1977,working full time,married,2.0,38.0,12.0,female,white
1977,keeping house,married,2.0,30.0,12.0,female,white
1977,retired,widowed,1.0,68.0,3.0,female,black
1977,working full time,widowed,2.0,60.0,12.0,female,white
1977,keeping house,divorced,4.0,38.0,12.0,female,white
1977,retired,married,0.0,74.0,6.0,male,white
1977,retired,widowed,2.0,73.0,10.0,female,white
1977,working full time,never married,0.0,27.0,14.0,male,white
1977,working full time,married,4.0,44.0,8.0,male,white
1977,working full time,married,2.0,48.0,12.0,female,white
1977,keeping house,married,1.0,45.0,12.0,female,white
1977,keeping house,married,2.0,26.0,12.0,female,white
1977,working full time,married,4.0,41.0,9.0,male,white
1977,working full time,married,3.0,38.0,12.0,female,white
1977,working full time,married,2.0,56.0,18.0,male,white
1977,working full time,married,2.0,51.0,11.0,male,white
1977,working part time,married,3.0,33.0,12.0,female,white
1977,retired,widowed,6.0,79.0,11.0,female,white
1977,keeping house,married,3.0,43.0,13.0,female,white
1977,working part time,widowed,1.0,38.0,18.0,female,white
1977,working full time,divorced,3.0,40.0,15.0,female,white
1977,working full time,separated,0.0,50.0,12.0,male,black
1977,working full time,never married,0.0,23.0,13.0,male,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",never married,0.0,41.0,12.0,female,white
1977,working full time,divorced,1.0,39.0,12.0,female,white
1977,working full time,never married,0.0,56.0,11.0,male,black
1977,in school,married,1.0,25.0,20.0,male,white
1977,working full time,never married,0.0,23.0,16.0,male,white
1977,other,widowed,3.0,79.0,5.0,female,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",married,2.0,59.0,12.0,male,white
1977,keeping house,married,1.0,48.0,12.0,female,white
1977,in school,never married,0.0,28.0,18.0,male,white
1977,working full time,married,3.0,50.0,11.0,male,white
1977,keeping house,widowed,3.0,67.0,12.0,female,white
1977,working full time,married,5.0,39.0,12.0,female,black
1977,"with a job, but not at work because of temporary illness, vacation, strike",divorced,0.0,41.0,9.0,male,black
1977,keeping house,separated,1.0,29.0,12.0,female,black
1977,working full time,married,1.0,37.0,15.0,female,black
1977,keeping house,widowed,2.0,75.0,8.0,female,white
1977,keeping house,married,3.0,59.0,16.0,female,white
1977,keeping house,widowed,0.0,69.0,5.0,female,white
1977,working full time,married,2.0,54.0,20.0,male,white
1977,keeping house,married,1.0,72.0,10.0,female,white
1977,working part time,divorced,1.0,80.0,18.0,female,white
1977,working full time,never married,0.0,40.0,18.0,male,white
1977,retired,married,0.0,77.0,16.0,male,white
1977,working full time,married,3.0,48.0,12.0,male,white
1977,keeping house,widowed,1.0,77.0,14.0,female,white
1977,working full time,married,1.0,22.0,13.0,female,black
1977,keeping house,married,1.0,57.0,12.0,female,white
1977,working full time,married,,23.0,14.0,female,white
1977,in school,married,0.0,30.0,16.0,male,white
1977,working full time,married,2.0,28.0,13.0,female,black
1977,keeping house,married,0.0,59.0,11.0,female,white
1977,working full time,married,0.0,24.0,16.0,female,white
1977,in school,never married,,19.0,15.0,female,white
1977,working full time,never married,,27.0,16.0,male,white
1977,keeping house,never married,2.0,22.0,13.0,female,black
1977,"unemployed, laid off, looking for work",married,6.0,49.0,10.0,male,black
1977,working full time,never married,,37.0,13.0,female,black
1977,keeping house,married,1.0,19.0,11.0,female,black
1977,keeping house,never married,8.0,43.0,6.0,female,black
1977,keeping house,widowed,8.0,36.0,12.0,female,black
1977,keeping house,married,5.0,40.0,12.0,female,white
1977,working part time,married,2.0,37.0,12.0,female,white
1977,working full time,married,5.0,55.0,12.0,male,other
1977,keeping house,married,3.0,68.0,8.0,female,white
1977,working full time,married,0.0,21.0,12.0,female,white
1977,keeping house,married,2.0,36.0,14.0,female,white
1977,working full time,married,0.0,56.0,13.0,female,white
1977,working part time,never married,0.0,20.0,14.0,male,white
1977,retired,married,2.0,63.0,10.0,male,white
1977,working full time,married,2.0,35.0,12.0,female,white
1977,working full time,married,2.0,51.0,12.0,female,white
1977,working full time,married,2.0,35.0,12.0,male,white
1977,keeping house,married,8.0,42.0,6.0,female,white
1977,in school,never married,0.0,20.0,13.0,female,black
1977,keeping house,married,4.0,63.0,10.0,female,white
1977,working full time,married,2.0,45.0,12.0,female,white
1977,working part time,married,3.0,27.0,12.0,female,white
1977,working full time,married,1.0,26.0,12.0,female,white
1977,working full time,married,2.0,33.0,16.0,male,white
1977,keeping house,married,2.0,26.0,12.0,female,white
1977,keeping house,married,3.0,37.0,10.0,female,white
1977,keeping house,married,3.0,42.0,12.0,female,white
1977,keeping house,married,3.0,62.0,12.0,female,white
1977,working full time,married,3.0,55.0,16.0,male,white
1977,working full time,married,2.0,39.0,12.0,female,white
1977,working full time,divorced,2.0,42.0,12.0,female,white
1977,keeping house,married,5.0,75.0,9.0,female,white
1977,working full time,divorced,2.0,54.0,14.0,female,white
1977,keeping house,married,1.0,73.0,7.0,female,white
1977,keeping house,separated,3.0,36.0,13.0,female,white
1977,retired,married,4.0,74.0,18.0,male,white
1977,keeping house,married,0.0,72.0,9.0,female,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",married,4.0,44.0,9.0,male,white
1977,keeping house,married,0.0,19.0,12.0,female,white
1977,keeping house,married,1.0,23.0,7.0,female,white
1977,working full time,separated,5.0,31.0,6.0,female,black
1977,working full time,separated,8.0,54.0,6.0,female,white
1977,keeping house,married,5.0,30.0,9.0,female,white
1977,working full time,married,1.0,22.0,9.0,male,white
1977,working full time,married,2.0,42.0,16.0,female,white
1977,working full time,separated,1.0,29.0,9.0,male,white
1977,working full time,married,2.0,38.0,9.0,male,white
1977,working full time,widowed,2.0,32.0,12.0,female,white
1977,keeping house,married,1.0,36.0,12.0,female,white
1977,in school,never married,0.0,21.0,10.0,male,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",married,4.0,53.0,12.0,male,white
1977,working full time,married,2.0,53.0,12.0,male,white
1977,working full time,married,2.0,39.0,12.0,male,white
1977,working full time,divorced,4.0,37.0,14.0,male,black
1977,working full time,married,2.0,36.0,11.0,male,black
1977,retired,married,2.0,58.0,12.0,female,black
1977,keeping house,separated,8.0,56.0,9.0,female,black
1977,working full time,never married,1.0,29.0,10.0,female,black
1977,working full time,married,2.0,26.0,12.0,male,black
1977,working full time,separated,0.0,,14.0,male,black
1977,working full time,married,3.0,59.0,8.0,male,white
1977,working full time,never married,0.0,57.0,12.0,male,white
1977,working full time,married,0.0,21.0,11.0,female,white
1977,keeping house,widowed,5.0,74.0,7.0,female,white
1977,working full time,married,0.0,36.0,12.0,female,white
1977,other,divorced,2.0,30.0,11.0,female,white
1977,working full time,never married,0.0,19.0,12.0,male,white
1977,working full time,widowed,1.0,62.0,12.0,female,white
1977,working full time,married,1.0,26.0,13.0,male,white
1977,working part time,widowed,2.0,26.0,12.0,female,white
1977,working full time,never married,0.0,23.0,14.0,male,white
1977,working full time,separated,1.0,28.0,14.0,female,black
1977,keeping house,married,1.0,23.0,,female,black
1977,working full time,divorced,3.0,30.0,10.0,female,black
1977,working full time,never married,0.0,27.0,10.0,female,black
1977,working full time,separated,4.0,26.0,12.0,female,black
1977,working full time,never married,0.0,22.0,14.0,female,black
1977,working full time,never married,1.0,25.0,13.0,male,black
1977,"with a job, but not at work because of temporary illness, vacation, strike",separated,3.0,26.0,12.0,female,black
1977,working full time,never married,,31.0,17.0,male,white
1977,working full time,divorced,2.0,52.0,12.0,female,white
1977,working full time,married,4.0,75.0,20.0,male,white
1977,working full time,married,0.0,31.0,14.0,female,white
1977,retired,widowed,0.0,75.0,11.0,male,white
1977,retired,married,2.0,63.0,15.0,male,white
1977,retired,widowed,0.0,76.0,12.0,female,white
1977,keeping house,married,1.0,69.0,3.0,female,black
1977,retired,married,5.0,63.0,12.0,male,white
1977,retired,married,2.0,52.0,16.0,male,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",widowed,4.0,71.0,4.0,male,white
1977,working full time,married,7.0,58.0,4.0,male,white
1977,working full time,widowed,2.0,48.0,8.0,female,white
1977,working full time,married,3.0,54.0,12.0,female,white
1977,keeping house,married,2.0,23.0,12.0,female,black
1977,working full time,married,4.0,45.0,12.0,male,white
1977,working full time,married,0.0,37.0,17.0,male,white
1977,working full time,never married,0.0,23.0,16.0,female,white
1977,working full time,married,3.0,37.0,18.0,male,white
1977,keeping house,married,2.0,35.0,12.0,female,white
1977,working part time,married,3.0,49.0,12.0,female,white
1977,working full time,married,2.0,41.0,18.0,female,white
1977,"unemployed, laid off, looking for work",married,0.0,48.0,12.0,male,white
1977,keeping house,widowed,1.0,58.0,8.0,female,white
1977,working full time,married,2.0,25.0,12.0,female,white
1977,working full time,married,5.0,42.0,10.0,male,white
1977,working full time,married,3.0,33.0,15.0,female,white
1977,working full time,married,3.0,41.0,12.0,female,black
1977,working full time,married,3.0,33.0,12.0,male,white
1977,working full time,married,2.0,29.0,13.0,female,white
1977,working full time,married,4.0,34.0,12.0,male,black
1977,working full time,married,2.0,32.0,16.0,female,white
1977,working part time,married,3.0,38.0,16.0,female,white
1977,keeping house,married,3.0,38.0,15.0,female,white
1977,keeping house,married,4.0,47.0,12.0,female,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",divorced,4.0,54.0,13.0,male,white
1977,working full time,never married,0.0,25.0,12.0,female,white
1977,working full time,married,2.0,35.0,12.0,female,white
1977,working full time,never married,0.0,30.0,12.0,female,white
1977,working full time,never married,0.0,21.0,12.0,female,white
1977,working full time,married,2.0,45.0,15.0,male,other
1977,working full time,married,1.0,60.0,12.0,female,white
1977,retired,widowed,2.0,72.0,7.0,male,white
1977,working full time,married,0.0,28.0,11.0,male,white
1977,working full time,married,4.0,54.0,12.0,male,white
1977,working full time,married,5.0,53.0,11.0,female,white
1977,"unemployed, laid off, looking for work",married,5.0,50.0,14.0,male,white
1977,keeping house,married,3.0,46.0,12.0,female,white
1977,working full time,married,3.0,55.0,11.0,female,white
1977,keeping house,married,3.0,49.0,12.0,female,white
1977,keeping house,married,3.0,36.0,12.0,female,white
1977,working full time,married,1.0,34.0,14.0,female,white
1977,retired,widowed,2.0,52.0,13.0,female,white
1977,working full time,separated,2.0,46.0,12.0,male,white
1977,working full time,divorced,1.0,33.0,12.0,male,white
1977,working full time,married,4.0,50.0,16.0,male,other
1977,working full time,married,3.0,32.0,14.0,male,white
1977,working full time,married,2.0,33.0,12.0,female,white
1977,keeping house,married,3.0,61.0,12.0,female,white
1977,in school,married,1.0,23.0,12.0,female,white
1977,working full time,separated,3.0,46.0,12.0,male,white
1977,working full time,divorced,2.0,39.0,12.0,male,white
1977,working full time,separated,0.0,22.0,14.0,female,white
1977,working part time,married,0.0,42.0,13.0,male,white
1977,working full time,separated,3.0,37.0,18.0,male,white
1977,working full time,married,2.0,29.0,14.0,male,white
1977,keeping house,married,3.0,42.0,12.0,female,white
1977,working full time,married,0.0,30.0,14.0,male,white
1977,keeping house,married,1.0,42.0,10.0,female,white
1977,working part time,married,3.0,45.0,12.0,male,black
1977,working full time,never married,0.0,27.0,13.0,male,white
1977,retired,divorced,0.0,72.0,16.0,female,white
1977,"unemployed, laid off, looking for work",never married,0.0,19.0,11.0,male,white
1977,keeping house,married,2.0,54.0,12.0,female,white
1977,working full time,married,2.0,33.0,19.0,male,white
1977,working full time,divorced,3.0,49.0,20.0,male,white
1977,working full time,never married,0.0,25.0,14.0,male,white
1977,keeping house,widowed,3.0,47.0,13.0,female,white
1977,working full time,married,0.0,31.0,14.0,male,white
1977,working full time,divorced,1.0,28.0,14.0,female,black
1977,"unemployed, laid off, looking for work",separated,3.0,31.0,11.0,female,black
1977,in school,never married,0.0,20.0,13.0,male,black
1977,working part time,married,2.0,34.0,12.0,female,white
1977,keeping house,divorced,1.0,46.0,10.0,female,black
1977,keeping house,married,8.0,37.0,11.0,female,black
1977,keeping house,married,5.0,53.0,16.0,female,white
1977,working full time,married,2.0,53.0,12.0,female,white
1977,working full time,widowed,1.0,50.0,12.0,male,white
1977,retired,widowed,0.0,87.0,11.0,female,white
1977,working full time,married,2.0,64.0,8.0,male,white
1977,working full time,widowed,1.0,39.0,13.0,female,white
1977,keeping house,married,5.0,48.0,10.0,female,white
1977,working full time,never married,1.0,27.0,13.0,female,white
1977,working full time,married,5.0,37.0,12.0,female,white
1977,working part time,never married,0.0,24.0,12.0,male,other
1977,retired,widowed,0.0,72.0,12.0,male,white
1977,working full time,separated,2.0,49.0,8.0,male,white
1977,retired,widowed,7.0,75.0,12.0,female,black
1977,working part time,married,3.0,50.0,10.0,female,white
1977,other,married,1.0,57.0,14.0,male,white
1977,working part time,married,2.0,65.0,12.0,male,white
1977,working full time,divorced,2.0,43.0,12.0,female,white
1977,keeping house,married,2.0,23.0,12.0,female,white
1977,working full time,married,7.0,47.0,8.0,male,white
1977,keeping house,married,2.0,24.0,11.0,female,white
1977,"unemployed, laid off, looking for work",widowed,7.0,57.0,8.0,male,white
1977,working part time,married,0.0,20.0,11.0,male,white
1977,working full time,married,2.0,44.0,8.0,female,white
1977,working full time,widowed,2.0,60.0,11.0,female,white
1977,working part time,married,2.0,57.0,17.0,male,white
1977,retired,widowed,2.0,85.0,8.0,female,white
1977,working full time,married,0.0,23.0,13.0,male,white
1977,keeping house,married,4.0,40.0,11.0,female,white
1977,working full time,divorced,3.0,40.0,12.0,female,white
1977,working full time,divorced,1.0,40.0,12.0,female,white
1977,working full time,married,2.0,52.0,15.0,male,white
1977,in school,never married,0.0,19.0,12.0,female,white
1977,working full time,married,2.0,37.0,12.0,male,white
1977,retired,widowed,0.0,70.0,16.0,female,white
1977,retired,married,7.0,52.0,16.0,male,white
1977,working full time,never married,0.0,20.0,12.0,male,white
1977,retired,married,2.0,74.0,8.0,male,white
1977,keeping house,married,1.0,63.0,7.0,female,white
1977,working full time,never married,0.0,22.0,12.0,female,white
1977,working full time,married,1.0,25.0,12.0,male,white
1977,working full time,never married,0.0,24.0,13.0,male,white
1977,working full time,separated,8.0,46.0,12.0,female,white
1977,retired,married,7.0,66.0,8.0,male,white
1977,working full time,married,2.0,42.0,12.0,female,white
1977,keeping house,married,1.0,53.0,12.0,female,white
1977,working full time,married,0.0,25.0,12.0,male,white
1977,working full time,married,2.0,42.0,12.0,female,white
1977,keeping house,divorced,4.0,50.0,7.0,female,white
1977,working full time,never married,0.0,29.0,12.0,male,white
1977,working full time,married,2.0,34.0,17.0,male,white
1977,keeping house,married,3.0,26.0,12.0,female,white
1977,working part time,married,2.0,31.0,12.0,female,white
1977,in school,never married,0.0,19.0,11.0,female,white
1977,retired,married,0.0,67.0,8.0,male,white
1977,working full time,married,3.0,55.0,9.0,male,white
1977,keeping house,married,2.0,66.0,12.0,female,white
1977,working full time,married,2.0,37.0,16.0,male,white
1977,keeping house,married,0.0,66.0,8.0,female,white
1977,working full time,separated,1.0,48.0,16.0,male,white
1977,working full time,never married,0.0,25.0,17.0,female,white
1977,retired,widowed,2.0,78.0,14.0,female,white
1977,retired,married,3.0,73.0,8.0,female,white
1977,working full time,married,4.0,62.0,12.0,male,white
1977,working full time,never married,0.0,49.0,12.0,female,white
1977,working full time,married,3.0,48.0,14.0,female,white
1977,keeping house,married,1.0,56.0,12.0,female,white
1977,working full time,never married,0.0,19.0,12.0,male,white
1977,keeping house,widowed,2.0,58.0,9.0,female,white
1977,working part time,married,0.0,25.0,16.0,female,white
1977,working full time,married,2.0,58.0,15.0,male,white
1977,working full time,married,3.0,34.0,11.0,male,white
1977,retired,married,1.0,66.0,8.0,male,white
1977,in school,never married,0.0,22.0,9.0,male,white
1977,working part time,divorced,2.0,35.0,15.0,female,white
1977,in school,never married,0.0,24.0,14.0,male,white
1977,working part time,married,1.0,21.0,12.0,female,white
1977,working full time,married,0.0,28.0,18.0,male,white
1977,working part time,married,0.0,30.0,16.0,female,white
1977,working full time,married,5.0,51.0,16.0,male,white
1977,keeping house,married,1.0,29.0,16.0,female,white
1977,other,married,1.0,55.0,8.0,male,white
1977,working full time,divorced,0.0,23.0,12.0,male,white
1977,working full time,never married,0.0,34.0,12.0,male,white
1977,keeping house,married,3.0,28.0,12.0,female,white
1977,keeping house,widowed,1.0,66.0,8.0,female,white
1977,working full time,widowed,5.0,54.0,12.0,male,white
1977,working full time,married,1.0,30.0,13.0,male,white
1977,working full time,married,2.0,41.0,14.0,female,white
1977,working full time,married,2.0,30.0,16.0,male,white
1977,keeping house,married,4.0,53.0,9.0,female,white
1977,working part time,never married,0.0,70.0,8.0,male,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",married,4.0,33.0,12.0,female,white
1977,keeping house,married,4.0,35.0,11.0,female,white
1977,keeping house,married,2.0,35.0,12.0,female,white
1977,working full time,married,5.0,48.0,10.0,male,white
1977,working full time,never married,0.0,24.0,12.0,female,white
1977,in school,never married,0.0,20.0,14.0,female,white
1977,"unemployed, laid off, looking for work",divorced,2.0,46.0,12.0,male,white
1977,keeping house,separated,3.0,65.0,6.0,female,white
1977,keeping house,married,0.0,63.0,8.0,female,white
1977,working full time,married,0.0,26.0,16.0,male,white
1977,working part time,married,2.0,54.0,12.0,male,white
1977,in school,never married,1.0,38.0,15.0,male,white
1977,working full time,never married,0.0,26.0,16.0,male,white
1977,working full time,married,3.0,51.0,10.0,male,white
1977,working full time,married,2.0,22.0,12.0,male,white
1977,keeping house,separated,2.0,24.0,10.0,female,white
1977,working full time,married,1.0,61.0,12.0,male,white
1977,keeping house,widowed,3.0,76.0,7.0,female,white
1977,working full time,married,2.0,41.0,11.0,female,white
1977,working full time,married,1.0,38.0,13.0,male,white
1977,retired,married,4.0,76.0,8.0,male,white
1977,retired,married,6.0,67.0,10.0,male,white
1977,keeping house,married,2.0,49.0,9.0,female,white
1977,working part time,never married,3.0,54.0,9.0,male,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",married,4.0,34.0,12.0,male,white
1977,working full time,married,5.0,41.0,11.0,male,black
1977,working full time,never married,0.0,63.0,16.0,male,white
1977,retired,widowed,0.0,81.0,5.0,male,white
1977,working full time,never married,0.0,43.0,,female,white
1977,in school,never married,0.0,20.0,13.0,male,white
1977,working part time,never married,0.0,22.0,14.0,male,white
1977,working full time,married,3.0,56.0,7.0,male,white
1977,working full time,married,7.0,57.0,9.0,male,black
1977,working full time,married,1.0,21.0,9.0,male,white
1977,working full time,married,2.0,37.0,19.0,male,white
1977,working part time,married,2.0,68.0,9.0,male,white
1977,working full time,married,2.0,51.0,8.0,female,white
1977,"unemployed, laid off, looking for work",never married,0.0,21.0,7.0,male,white
1977,working full time,married,3.0,28.0,9.0,female,white
1977,keeping house,separated,2.0,23.0,9.0,female,white
1977,working full time,married,0.0,53.0,12.0,male,white
1977,keeping house,married,3.0,61.0,14.0,female,white
1977,working full time,married,2.0,42.0,16.0,male,white
1977,working full time,married,1.0,63.0,9.0,male,white
1977,working full time,married,3.0,59.0,11.0,female,white
1977,working full time,widowed,1.0,31.0,18.0,male,white
1977,keeping house,married,3.0,34.0,15.0,female,white
1977,retired,widowed,2.0,72.0,12.0,female,white
1977,working full time,married,0.0,21.0,12.0,female,white
1977,retired,never married,0.0,71.0,15.0,female,white
1977,keeping house,married,0.0,64.0,11.0,female,white
1977,keeping house,married,6.0,56.0,11.0,female,white
1977,keeping house,separated,2.0,76.0,6.0,female,black
1977,retired,widowed,1.0,67.0,3.0,male,black
1977,keeping house,married,1.0,55.0,7.0,female,black
1977,working full time,widowed,8.0,65.0,7.0,female,black
1977,keeping house,married,1.0,30.0,8.0,female,black
1977,keeping house,married,4.0,40.0,10.0,female,white
1977,working full time,separated,1.0,36.0,18.0,male,white
1977,working full time,widowed,0.0,73.0,12.0,female,white
1977,in school,married,2.0,49.0,12.0,male,white
1977,retired,widowed,1.0,68.0,12.0,female,white
1977,working full time,married,0.0,23.0,16.0,male,white
1977,working full time,married,1.0,27.0,12.0,female,white
1977,keeping house,married,6.0,65.0,10.0,female,black
1977,"with a job, but not at work because of temporary illness, vacation, strike",widowed,8.0,49.0,9.0,male,black
1977,working full time,married,3.0,35.0,12.0,male,black
1977,keeping house,married,2.0,26.0,11.0,female,black
1977,working part time,married,1.0,24.0,13.0,female,black
1977,retired,widowed,1.0,73.0,10.0,female,white
1977,working full time,never married,0.0,33.0,20.0,male,white
1977,working full time,divorced,3.0,58.0,11.0,female,white
1977,keeping house,married,0.0,54.0,13.0,female,white
1977,keeping house,married,4.0,54.0,12.0,female,white
1977,retired,married,2.0,56.0,12.0,male,white
1977,working full time,married,4.0,63.0,8.0,male,white
1977,in school,never married,0.0,20.0,13.0,female,black
1977,working part time,separated,0.0,53.0,5.0,male,black
1977,keeping house,married,2.0,32.0,12.0,female,black
1977,retired,widowed,4.0,86.0,5.0,female,black
1977,retired,widowed,6.0,66.0,4.0,female,black
1977,retired,widowed,0.0,88.0,9.0,female,black
1977,other,widowed,1.0,49.0,15.0,female,white
1977,keeping house,married,1.0,22.0,12.0,female,white
1977,working full time,married,7.0,50.0,10.0,female,white
1977,working full time,divorced,0.0,48.0,7.0,female,white
1977,retired,married,4.0,77.0,8.0,male,white
1977,retired,widowed,7.0,74.0,7.0,female,white
1977,working part time,never married,0.0,19.0,11.0,female,white
1977,in school,divorced,0.0,23.0,12.0,female,white
1977,working full time,married,1.0,20.0,13.0,male,black
1977,working full time,separated,2.0,30.0,12.0,female,white
1977,working full time,separated,2.0,26.0,13.0,female,white
1977,working part time,never married,0.0,19.0,12.0,female,white
1977,in school,married,0.0,30.0,14.0,male,other
1977,working part time,married,1.0,23.0,13.0,female,white
1977,working full time,married,4.0,42.0,15.0,male,white
1977,working part time,never married,0.0,29.0,14.0,male,white
1977,working full time,married,8.0,60.0,11.0,male,white
1977,working part time,married,5.0,55.0,13.0,female,white
1977,working full time,never married,0.0,28.0,15.0,female,white
1977,working full time,divorced,2.0,25.0,12.0,male,white
1977,working full time,married,1.0,29.0,12.0,male,white
1977,retired,married,5.0,82.0,5.0,male,white
1977,working full time,divorced,3.0,57.0,10.0,female,white
1977,keeping house,married,5.0,74.0,10.0,female,white
1977,keeping house,never married,0.0,18.0,11.0,female,white
1977,"unemployed, laid off, looking for work",never married,0.0,26.0,13.0,male,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",married,0.0,61.0,11.0,female,white
1977,keeping house,divorced,3.0,66.0,9.0,female,white
1977,working part time,married,3.0,44.0,6.0,male,white
1977,working full time,married,4.0,52.0,8.0,male,white
1977,keeping house,married,2.0,56.0,10.0,female,white
1977,keeping house,married,3.0,59.0,12.0,female,white
1977,keeping house,married,3.0,74.0,9.0,female,white
1977,working full time,widowed,0.0,61.0,16.0,female,white
1977,working full time,widowed,3.0,62.0,8.0,female,white
1977,keeping house,widowed,2.0,78.0,8.0,female,white
1977,working part time,married,6.0,58.0,12.0,male,white
1977,keeping house,married,1.0,79.0,8.0,female,white
1977,working full time,widowed,4.0,62.0,16.0,male,white
1977,keeping house,married,0.0,26.0,12.0,female,white
1977,working full time,married,5.0,40.0,10.0,female,white
1977,retired,married,3.0,75.0,16.0,female,white
1977,retired,widowed,1.0,82.0,12.0,female,white
1977,working part time,married,3.0,53.0,12.0,male,white
1977,working full time,married,0.0,61.0,16.0,female,white
1977,working part time,married,8.0,64.0,8.0,male,white
1977,keeping house,married,1.0,21.0,12.0,female,white
1977,keeping house,widowed,0.0,60.0,8.0,female,white
1977,working full time,never married,0.0,34.0,12.0,male,white
1977,keeping house,married,1.0,26.0,12.0,female,white
1977,working full time,married,0.0,21.0,12.0,male,white
1977,keeping house,married,5.0,66.0,8.0,female,white
1977,working full time,divorced,5.0,44.0,12.0,female,white
1977,keeping house,widowed,0.0,83.0,8.0,female,white
1977,keeping house,widowed,5.0,73.0,8.0,female,white
1977,working full time,married,2.0,43.0,12.0,male,white
1977,keeping house,separated,6.0,36.0,8.0,female,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",married,1.0,22.0,,female,white
1977,keeping house,widowed,4.0,74.0,8.0,female,white
1977,keeping house,married,4.0,36.0,12.0,female,white
1977,working full time,married,2.0,39.0,12.0,male,white
1977,retired,married,2.0,54.0,14.0,male,white
1977,keeping house,married,8.0,69.0,6.0,female,white
1977,working full time,never married,0.0,24.0,12.0,male,white
1977,"unemployed, laid off, looking for work",never married,0.0,21.0,12.0,male,white
1977,other,widowed,5.0,81.0,4.0,female,white
1977,keeping house,married,1.0,63.0,8.0,female,white
1977,keeping house,never married,0.0,22.0,9.0,female,white
1977,retired,married,2.0,71.0,15.0,male,white
1977,working full time,married,0.0,22.0,12.0,male,white
1977,working full time,married,2.0,53.0,15.0,male,white
1977,keeping house,married,3.0,45.0,10.0,female,white
1977,"with a job, but not at work because of temporary illness, vacation, strike",married,4.0,41.0,9.0,male,white
1977,keeping house,married,5.0,58.0,7.0,female,black
1977,working full time,married,0.0,23.0,13.0,female,white
1977,retired,married,0.0,56.0,12.0,male,white
1977,keeping house,married,0.0,20.0,12.0,female,white
1977,keeping house,married,3.0,33.0,10.0,female,white
1977,keeping house,married,8.0,77.0,7.0,female,black
1977,working full time,married,3.0,48.0,4.0,male,white
1977,retired,married,8.0,71.0,6.0,male,white
1977,keeping house,widowed,2.0,71.0,6.0,female,white
1977,keeping house,widowed,0.0,66.0,11.0,female,white
1977,working full time,married,2.0,36.0,16.0,female,white
1977,keeping house,widowed,1.0,68.0,8.0,female,white
1977,working full time,married,0.0,25.0,12.0,male,white
1977,keeping house,married,2.0,71.0,10.0,female,white
1977,working full time,married,2.0,52.0,8.0,male,white
1977,keeping house,married,1.0,63.0,12.0,female,white
1977,working full time,married,5.0,47.0,12.0,female,white
1977,keeping house,widowed,4.0,74.0,5.0,female,black
1977,keeping house,separated,8.0,44.0,10.0,female,black
1977,working full time,married,0.0,25.0,16.0,female,white
1977,keeping house,married,1.0,55.0,9.0,female,black
1977,working full time,never married,0.0,26.0,12.0,male,black
1977,working full time,married,1.0,53.0,11.0,male,white
1977,other,never married,0.0,55.0,0.0,male,white
1977,working full time,never married,0.0,20.0,13.0,female,white
1977,working part time,married,3.0,40.0,12.0,female,white
1977,working full time,married,2.0,54.0,12.0,female,white
1977,"unemployed, laid off, looking for work",divorced,2.0,58.0,9.0,male,white
1977,in school,never married,0.0,22.0,15.0,female,white
1977,working full time,married,1.0,47.0,14.0,male,white
1977,working full time,married,3.0,46.0,11.0,male,white
1977,working full time,widowed,0.0,61.0,12.0,male,white
1977,working part time,married,2.0,38.0,13.0,female,white
1977,other,widowed,0.0,63.0,12.0,female,white
1977,keeping house,married,2.0,60.0,12.0,female,white
1977,working full time,divorced,6.0,55.0,12.0,female,white
1977,keeping house,married,4.0,34.0,5.0,female,white
1977,working full time,never married,0.0,29.0,12.0,male,white
1977,working full time,married,1.0,56.0,12.0,male,white
1977,working full time,divorced,3.0,41.0,16.0,female,white
1977,working part time,widowed,2.0,,12.0,female,white
1977,working part time,married,2.0,34.0,16.0,female,white
1977,working part time,married,2.0,50.0,9.0,female,white
1977,working full time,married,0.0,31.0,17.0,female,other
1977,working part time,married,2.0,65.0,12.0,female,white
1977,working part time,never married,0.0,25.0,13.0,male,white
1977,working full time,married,5.0,58.0,16.0,male,white
1977,working part time,married,3.0,40.0,16.0,female,white
1977,working full time,separated,3.0,50.0,15.0,female,white
1977,working part time,never married,0.0,19.0,12.0,male,white
1977,working full time,married,1.0,46.0,16.0,male,white
1977,keeping house,married,2.0,42.0,16.0,female,white
